Site_ID,Site_Name,Latitude,Longitude,Year,Month
3900,Golden Gate Heights,37.75213,-122.465576,2019,2
3900,Golden Gate Heights,37.75213,-122.465576,2019,3
3900,Golden Gate Heights,37.75213,-122.465576,2019,4
3900,Golden Gate Heights,37.75213,-122.465576,2019,5
3900,Golden Gate Heights,37.75213,-122.465576,2019,6
3900,Golden Gate Heights,37.75213,-122.465576,2019,7
3900,Golden Gate Heights,37.75213,-122.465576,2019,8
3900,Golden Gate Heights,37.75213,-122.465576,2019,9
3900,Golden Gate Heights,37.75213,-122.465576,2019,10
3900,Golden Gate Heights,37.75213,-122.465576,2019,11
3900,Golden Gate Heights,37.75213,-122.465576,2019,12
3900,Golden Gate Heights,37.75213,-122.465576,2020,1
3900,Golden Gate Heights,37.75213,-122.465576,2020,2
3900,Golden Gate Heights,37.75213,-122.465576,2020,3
3900,Golden Gate Heights,37.75213,-122.465576,2020,4
3900,Golden Gate Heights,37.75213,-122.465576,2020,5
3900,Golden Gate Heights,37.75213,-122.465576,2020,6
3900,Golden Gate Heights,37.75213,-122.465576,2020,7
3900,Golden Gate Heights,37.75213,-122.465576,2020,8
3900,Golden Gate Heights,37.75213,-122.465576,2020,9
3900,Golden Gate Heights,37.75213,-122.465576,2020,10
3900,Golden Gate Heights,37.75213,-122.465576,2020,11
3900,Golden Gate Heights,37.75213,-122.465576,2020,12
3900,Golden Gate Heights,37.75213,-122.465576,2021,1
3900,Golden Gate Heights,37.75213,-122.465576,2021,2
3900,Golden Gate Heights,37.75213,-122.465576,2021,3
3900,Golden Gate Heights,37.75213,-122.465576,2021,4
3900,Golden Gate Heights,37.75213,-122.465576,2021,5
3900,Golden Gate Heights,37.75213,-122.465576,2021,6
3900,Golden Gate Heights,37.75213,-122.465576,2021,7
3900,Golden Gate Heights,37.75213,-122.465576,2021,8
3900,Golden Gate Heights,37.75213,-122.465576,2021,9
3900,Golden Gate Heights,37.75213,-122.465576,2021,10
3900,Golden Gate Heights,37.75213,-122.465576,2021,11
3900,Golden Gate Heights,37.75213,-122.465576,2021,12
3900,Golden Gate Heights,37.75213,-122.465576,2022,1
3900,Golden Gate Heights,37.75213,-122.465576,2022,2
3900,Golden Gate Heights,37.75213,-122.465576,2022,3
3900,Golden Gate Heights,37.75213,-122.465576,2022,4
3900,Golden Gate Heights,37.75213,-122.465576,2022,5
3900,Golden Gate Heights,37.75213,-122.465576,2022,6
3900,Golden Gate Heights,37.75213,-122.465576,2022,7
3900,Golden Gate Heights,37.75213,-122.465576,2022,8
3900,Golden Gate Heights,37.75213,-122.465576,2022,9
3900,Golden Gate Heights,37.75213,-122.465576,2022,10
3900,Golden Gate Heights,37.75213,-122.465576,2022,11
3900,Golden Gate Heights,37.75213,-122.465576,2022,12
3900,Golden Gate Heights,37.75213,-122.465576,2023,1
3900,Golden Gate Heights,37.75213,-122.465576,2023,2
3900,Golden Gate Heights,37.75213,-122.465576,2023,3
3900,Golden Gate Heights,37.75213,-122.465576,2023,4
3900,Golden Gate Heights,37.75213,-122.46557599999998,2018,4
3900,Golden Gate Heights,37.75213,-122.46557599999998,2019,2
3900,Golden Gate Heights,37.75213,-122.46557599999998,2019,12
3900,Golden Gate Heights,37.75213,-122.46557599999998,2020,3
3900,Golden Gate Heights,37.75213,-122.46557599999998,2020,9
3900,Golden Gate Heights,37.75213,-122.46557599999998,2022,1
3900,Golden Gate Heights,37.75213,-122.46557599999998,2022,2
3900,Golden Gate Heights,37.75213,-122.46557599999998,2022,12
3998,Miraloma / Glen Park,37.73438,-122.444016,2018,1
3998,Miraloma / Glen Park,37.73438,-122.444016,2018,2
3998,Miraloma / Glen Park,37.73438,-122.444016,2018,3
3998,Miraloma / Glen Park,37.73438,-122.444016,2018,4
3998,Miraloma / Glen Park,37.73438,-122.444016,2018,5
3998,Miraloma / Glen Park,37.73438,-122.444016,2018,6
3998,Miraloma / Glen Park,37.73438,-122.444016,2018,7
3998,Miraloma / Glen Park,37.73438,-122.444016,2018,8
3998,Miraloma / Glen Park,37.73438,-122.444016,2018,9
3998,Miraloma / Glen Park,37.73438,-122.444016,2018,10
3998,Miraloma / Glen Park,37.73438,-122.444016,2018,11
3998,Miraloma / Glen Park,37.73438,-122.444016,2018,12
3998,Miraloma / Glen Park,37.73438,-122.444016,2019,1
3998,Miraloma / Glen Park,37.73438,-122.444016,2019,2
3998,Miraloma / Glen Park,37.73438,-122.444016,2019,3
3998,Miraloma / Glen Park,37.73438,-122.444016,2019,4
3998,Miraloma / Glen Park,37.73438,-122.444016,2019,5
3998,Miraloma / Glen Park,37.73438,-122.444016,2019,6
3998,Miraloma / Glen Park,37.73438,-122.444016,2019,7
3998,Miraloma / Glen Park,37.73438,-122.444016,2019,8
3998,Miraloma / Glen Park,37.73438,-122.444016,2019,9
3998,Miraloma / Glen Park,37.73438,-122.444016,2019,10
3998,Miraloma / Glen Park,37.73438,-122.444016,2019,11
3998,Miraloma / Glen Park,37.73438,-122.444016,2019,12
3998,Miraloma / Glen Park,37.73438,-122.444016,2020,1
3998,Miraloma / Glen Park,37.73438,-122.444016,2020,2
3998,Miraloma / Glen Park,37.73438,-122.444016,2020,3
3998,Miraloma / Glen Park,37.73438,-122.444016,2020,4
3998,Miraloma / Glen Park,37.73438,-122.444016,2020,5
3998,Miraloma / Glen Park,37.73438,-122.444016,2020,6
3998,Miraloma / Glen Park,37.73438,-122.444016,2020,7
3998,Miraloma / Glen Park,37.73438,-122.444016,2020,8
3998,Miraloma / Glen Park,37.73438,-122.444016,2020,9
3998,Miraloma / Glen Park,37.73438,-122.444016,2020,10
3998,Miraloma / Glen Park,37.73438,-122.444016,2020,11
3998,Miraloma / Glen Park,37.73438,-122.444016,2020,12
3998,Miraloma / Glen Park,37.73438,-122.444016,2021,1
3998,Miraloma / Glen Park,37.73438,-122.444016,2021,2
3998,Miraloma / Glen Park,37.73438,-122.444016,2021,3
3998,Miraloma / Glen Park,37.73438,-122.444016,2021,4
3998,Miraloma / Glen Park,37.73438,-122.444016,2021,5
3998,Miraloma / Glen Park,37.73438,-122.444016,2021,6
3998,Miraloma / Glen Park,37.73438,-122.444016,2021,7
3998,Miraloma / Glen Park,37.73438,-122.444016,2021,8
3998,Miraloma / Glen Park,37.73438,-122.444016,2021,9
3998,Miraloma / Glen Park,37.73438,-122.444016,2021,10
3998,Miraloma / Glen Park,37.73438,-122.444016,2021,11
3998,Miraloma / Glen Park,37.73438,-122.444016,2021,12
3998,Miraloma / Glen Park,37.73438,-122.444016,2022,1
3998,Miraloma / Glen Park,37.73438,-122.444016,2022,2
3998,Miraloma / Glen Park,37.73438,-122.444016,2022,3
3998,Miraloma / Glen Park,37.73438,-122.444016,2022,4
3998,Miraloma / Glen Park,37.73438,-122.444016,2022,5
3998,Miraloma / Glen Park,37.73438,-122.444016,2022,6
3998,Miraloma / Glen Park,37.73438,-122.444016,2022,7
3998,Miraloma / Glen Park,37.73438,-122.444016,2022,8
3998,Miraloma / Glen Park,37.73438,-122.444016,2022,9
3998,Miraloma / Glen Park,37.73438,-122.444016,2022,10
3998,Miraloma / Glen Park,37.73438,-122.444016,2022,11
3998,Miraloma / Glen Park,37.73438,-122.444016,2022,12
3998,Miraloma / Glen Park,37.73438,-122.444016,2023,1
3998,Miraloma / Glen Park,37.73438,-122.444016,2023,2
3998,Miraloma / Glen Park,37.73438,-122.444016,2023,3
3998,Miraloma / Glen Park,37.73438,-122.444016,2023,4
3998,Miraloma / Glen Park,37.73438,-122.444016,2023,5
3998,Miraloma / Glen Park,37.73438,-122.444016,2023,6
3998,Miraloma / Glen Park,37.73438,-122.444016,2023,7
3998,Miraloma / Glen Park,37.73438,-122.444016,2023,8
3998,Miraloma / Glen Park,37.73438,-122.444016,2023,9
4776,Edgecroft Canyon,37.901638,-122.27756,2018,2
4776,Edgecroft Canyon,37.901638,-122.27756,2018,3
4776,Edgecroft Canyon,37.901638,-122.27756,2018,4
4776,Edgecroft Canyon,37.901638,-122.27756,2018,5
4776,Edgecroft Canyon,37.901638,-122.27756,2018,6
4776,Edgecroft Canyon,37.901638,-122.27756,2018,7
4776,Edgecroft Canyon,37.901638,-122.27756,2018,8
4776,Edgecroft Canyon,37.901638,-122.27756,2018,9
4776,Edgecroft Canyon,37.901638,-122.27756,2018,10
4776,Edgecroft Canyon,37.901638,-122.27756,2018,11
4776,Edgecroft Canyon,37.901638,-122.27756,2018,12
4776,Edgecroft Canyon,37.901638,-122.27756,2019,1
4776,Edgecroft Canyon,37.901638,-122.27756,2019,2
4776,Edgecroft Canyon,37.901638,-122.27756,2019,5
4776,Edgecroft Canyon,37.901638,-122.27756,2019,10
4776,Edgecroft Canyon,37.901638,-122.27756,2019,11
4776,Edgecroft Canyon,37.901638,-122.27756,2019,12
4776,Edgecroft Canyon,37.901638,-122.27756,2020,1
4776,Edgecroft Canyon,37.901638,-122.27756,2020,2
4776,Edgecroft Canyon,37.901638,-122.27756,2020,3
4776,Edgecroft Canyon,37.901638,-122.27756,2020,4
4776,Edgecroft Canyon,37.901638,-122.27756,2020,5
4776,Edgecroft Canyon,37.901638,-122.27756,2020,6
4776,Edgecroft Canyon,37.901638,-122.27756,2020,7
4776,Edgecroft Canyon,37.901638,-122.27756,2020,8
4776,Edgecroft Canyon,37.901638,-122.27756,2020,9
4776,Edgecroft Canyon,37.901638,-122.27756,2020,10
4776,Edgecroft Canyon,37.901638,-122.27756,2020,11
4776,Edgecroft Canyon,37.901638,-122.27756,2020,12
4776,Edgecroft Canyon,37.901638,-122.27756,2021,1
4776,Edgecroft Canyon,37.901638,-122.27756,2021,2
4776,Edgecroft Canyon,37.901638,-122.27756,2021,3
4776,Edgecroft Canyon,37.901638,-122.27756,2021,4
4776,Edgecroft Canyon,37.901638,-122.27756,2021,5
4776,Edgecroft Canyon,37.901638,-122.27756,2021,6
4776,Edgecroft Canyon,37.901638,-122.27756,2021,7
4776,Edgecroft Canyon,37.901638,-122.27756,2021,8
4776,Edgecroft Canyon,37.901638,-122.27756,2021,9
4776,Edgecroft Canyon,37.901638,-122.27756,2021,10
4776,Edgecroft Canyon,37.901638,-122.27756,2021,11
4776,Edgecroft Canyon,37.901638,-122.27756,2021,12
4776,Edgecroft Canyon,37.901638,-122.27756,2022,1
4776,Edgecroft Canyon,37.901638,-122.27756,2022,2
4776,Edgecroft Canyon,37.901638,-122.27756,2022,3
4776,Edgecroft Canyon,37.901638,-122.27756,2022,4
4776,Edgecroft Canyon,37.901638,-122.27756,2022,5
4776,Edgecroft Canyon,37.901638,-122.27756,2022,6
4776,Edgecroft Canyon,37.901638,-122.27756,2022,7
4776,Edgecroft Canyon,37.901638,-122.27756,2022,8
4776,Edgecroft Canyon,37.901638,-122.27756,2022,9
4776,Edgecroft Canyon,37.901638,-122.27756,2022,10
4776,Edgecroft Canyon,37.901638,-122.27756,2022,11
4776,Edgecroft Canyon,37.901638,-122.27756,2022,12
4776,Edgecroft Canyon,37.901638,-122.27756,2023,1
4776,Edgecroft Canyon,37.901638,-122.27756,2023,9
4776,Edgecroft Canyon,37.901638,-122.27756,2023,10
4776,Edgecroft Canyon,37.901638,-122.27756,2023,11
4776,Edgecroft Canyon,37.901638,-122.27756,2023,12
4776,Edgecroft Canyon,37.901638,-122.27756,2024,1
5448,Sunnyside Eagles Outside,37.730488,-122.449265,2020,8
5448,Sunnyside Eagles Outside,37.730488,-122.449265,2020,9
5448,Sunnyside Eagles Outside,37.730488,-122.449265,2020,10
5448,Sunnyside Eagles Outside,37.730488,-122.449265,2020,11
5448,Sunnyside Eagles Outside,37.730488,-122.449265,2020,12
5448,Sunnyside Eagles Outside,37.730488,-122.449265,2021,1
5448,Sunnyside Eagles Outside,37.730488,-122.449265,2021,2
5448,Sunnyside Eagles Outside,37.730488,-122.449265,2021,3
5448,Sunnyside Eagles Outside,37.730488,-122.449265,2021,4
5448,Sunnyside Eagles Outside,37.730488,-122.449265,2021,5
5448,Sunnyside Eagles Outside,37.730488,-122.449265,2021,6
5448,Sunnyside Eagles Outside,37.730488,-122.449265,2021,7
5448,Sunnyside Eagles Outside,37.730488,-122.449265,2021,8
5448,Sunnyside Eagles Outside,37.730488,-122.449265,2021,9
5448,Sunnyside Eagles Outside,37.730488,-122.449265,2021,10
5448,Sunnyside Eagles Outside,37.730488,-122.449265,2021,11
5448,Sunnyside Eagles Outside,37.730488,-122.449265,2021,12
5448,Sunnyside Eagles Outside,37.730488,-122.449265,2022,1
5448,Sunnyside Eagles Outside,37.730488,-122.449265,2022,2
5448,Sunnyside Eagles Outside,37.730488,-122.449265,2022,3
5448,Sunnyside Eagles Outside,37.730488,-122.449265,2022,4
5448,Sunnyside Eagles Outside,37.730488,-122.449265,2022,5
5448,Sunnyside Eagles Outside,37.730488,-122.449265,2022,6
5448,Sunnyside Eagles Outside,37.730488,-122.449265,2022,7
5448,Sunnyside Eagles Outside,37.730488,-122.449265,2022,8
5448,Sunnyside Eagles Outside,37.730488,-122.449265,2022,9
5448,Sunnyside Eagles Outside,37.730488,-122.449265,2022,10
5448,Sunnyside Eagles Outside,37.730488,-122.449265,2022,11
5448,Sunnyside Eagles Outside,37.730488,-122.449265,2022,12
5448,Sunnyside Eagles Outside,37.730488,-122.449265,2023,1
5448,Sunnyside Eagles Outside,37.730488,-122.449265,2023,2
5448,Sunnyside Eagles Outside,37.730488,-122.449265,2023,3
5448,Sunnyside Eagles Outside,37.730488,-122.449265,2023,4
5448,Sunnyside Eagles Outside,37.730488,-122.449265,2023,5
5448,Sunnyside Eagles Outside,37.730488,-122.449265,2023,6
5448,Sunnyside Eagles Outside,37.730488,-122.449265,2023,7
5448,Sunnyside Eagles Outside,37.730488,-122.449265,2023,8
5448,Sunnyside Eagles Outside,37.730488,-122.449265,2023,9
5448,Sunnyside Eagles Outside,37.730488,-122.449265,2023,10
